Image_Key,Canton,Latitude,Longitude,Camera_Angle,Sequence_Key,Captured_At,Panorama
job6UWR4LNLuk1pOjIkh5g,LU,47.0606667,8.2886667,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Eju8rrIw1zyXjqBu-eSU4g,LU,47.061,8.2880556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
1OFuK9BlkiRT-sivKVS78A,LU,47.0611944,8.2879167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
xqpZPZAoJeVzFXX4U5IsSw,LU,47.0613333,8.2878333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
G_2r_D-SwXcPK8BjL-Yd6g,LU,47.0615,8.2878333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
99KU3xBSZJsDDT-IFCkz_g,LU,47.0616389,8.2878611,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
OjJPqhDeicQXNTZ7BjQv3A,LU,47.06175,8.2878611,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
CJCspZjIXJkDf6LTnE6AbQ,LU,47.0619722,8.2878056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
4IrlMgfJJ8Gb5_v7qb_SzA,LU,47.0621389,8.2877222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
w3sIK-CFq7oXOQZ5snCmHA,LU,47.0623889,8.2876389,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Fah5ZxlImel4nQA-C6FK4g,LU,47.0628056,8.2874167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
J5mazIsF9B3-74r5e_FZ7g,LU,47.0634444,8.2875556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
BfVGeAxiauE9Aw12GzPQGg,LU,47.0640833,8.2873611,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
vxDHqdk-r3r8ifTxxwpo8A,LU,47.0643611,8.28775,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
pCrgZivPXWmYImYo3O3L-g,LU,47.0642778,8.2883889,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Az409FgbJE2sLcbwdnsq5A,LU,47.0645556,8.2891389,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
zaQEO7pzZ86RfwSQ6_ppEg,LU,47.0648889,8.2899722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
kECUioy9pGNXhtUKnvwRlA,LU,47.06525,8.2909167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
AFCg72hVKzMlfM5TDwxRrA,LU,47.0655833,8.2918056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
BALgCDBKxhSOgIFvOAj46A,LU,47.0662222,8.2914444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
p7bPlzIJpU8ZN8D50gBs8g,LU,47.0665278,8.2915556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
OkbBBKCinqCdUKRFaqzVAQ,LU,47.0667778,8.2924167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
lOVfgb3VlPxQ25AgDjycCA,LU,47.0670833,8.2934722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
i0GbGS2IqMi--mW9Qu0Yaw,LU,47.0673611,8.2945833,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
48W3C-M2myRJ6ffgtDZI4Q,LU,47.0674722,8.2956389,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Qov7hv07DdYMEqhCIHnCfg,LU,47.0669444,8.2962778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
vp1zgaKLenQNa0RfCrF8qA,LU,47.0664167,8.2967778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
RsCIFTCv6WgW_YT0HXjgQQ,LU,47.0658889,8.2971944,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
dDdGR26KGpnjv55WWVy4xw,LU,47.0656944,8.2974722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
_PcRyekf5jV43vcAofrbNQ,LU,47.0661944,8.2977778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
EH4YEoxLtYZc_efM8Qs9Cg,LU,47.0666389,8.2980278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
gvDk8YAVJXeeKCEo9fnYoQ,LU,47.0663333,8.2983611,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
VhU2fqXDAmsYThu0_HRdJQ,LU,47.0661389,8.2987778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
CcuVAic5kdntxBEZiJ-ydw,LU,47.0659167,8.2991667,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Zjzvljb7EWQ92so_V1Rkjw,LU,47.0656667,8.2994722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
vqvrOlHQJgBYm-FK3bII3A,LU,47.0655556,8.2998889,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
H7gacY9vUsgfr1Q3k5YJyg,LU,47.0655833,8.3,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
lN49MOLjijRbaM38KAFb_w,LU,47.0656667,8.3002222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
DCpMo9A7iuFAYHHh58BIEA,LU,47.0658889,8.3005833,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
nnzapm1Q2nMqlHH0SMkx3A,LU,47.0661944,8.301,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
HoulchPdyMaBdfuuh1EVWw,LU,47.0665278,8.3014444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
bqmVSuFrZ8aLSuAWTkdGtQ,LU,47.0669167,8.302,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
scuf9x88gf2PB93HMKL7mQ,LU,47.0674167,8.3026667,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
1eGtO_mglpdbubPmE-O4-A,LU,47.0679167,8.3033333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
SqG7cIEyXyztUhUWlU7Unw,LU,47.0682778,8.3039444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
hooDTeojbGb_NJzSoKt5Tg,LU,47.0685556,8.3045,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
xN7qCfsnL6O3xT3dslW3KA,LU,47.0688333,8.3050278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
RIznp3HqX-jHkLdruOc13g,LU,47.0691667,8.3056111,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
AtoVbNvMBuK9c32CkBrW0g,LU,47.0694444,8.3061667,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
-Rho1U8rphTHCAbub8hCAA,LU,47.0696667,8.3068333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
eLAr0vaGzhfXAk_v9G4teA,LU,47.0698611,8.3075278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
yw-Gtfb8I6_sLW82drLHJQ,LU,47.0700278,8.3082222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
70rjLisOUmX8Dbswq3vJtg,LU,47.07025,8.3089167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
ngzRwB6ML1n73VHoRYnbHw,LU,47.0703611,8.3098333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
FHZMR2dY419RzOV-xnsR_Q,LU,47.0704444,8.3108056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
kzsrJtxY9yQDMCQ0249pQQ,LU,47.0708611,8.3116389,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
zOpPUtDP2ZXo90JAdG_T5A,LU,47.0713889,8.3121111,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
hxjlrsbI3eVnfkvyhuW13Q,LU,47.0719722,8.3125278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
JiX339eqkrtx6tLYQpdSKw,LU,47.07275,8.3128333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
GkCCXCxmzdVCjLYnE31R1g,LU,47.0735833,8.3129722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
zgVpNM4P1MobzJZDdC6JQw,LU,47.0738333,8.3134722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
DXtpYlHRvytL48gcTisHFA,LU,47.0743889,8.3134722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
9hfvJ0oTmdSpdZ2i8sIJ_A,LU,47.075,8.3134722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
BuhZLp9ydu9IzyYHGPGIxA,LU,47.0755833,8.3135278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
bH0FS0D4qsK7WlFyoD7Yag,LU,47.0760833,8.3135,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
XCU-dst_dIDYluM0IYnXxg,LU,47.0764722,8.3135,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
1cNs5a-I4Rv2kXxnaQAnGQ,LU,47.0765278,8.3135833,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
ULCT_yG3Nqpo692wKttfog,LU,47.0766111,8.3138333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
8uOQpVap4cqR5Xj-k2_eUA,LU,47.0767778,8.3141944,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
dXXieZWEJVlSncylcIIC4Q,LU,47.0769444,8.3145833,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
TRl6NirEBjyPPUpVl3cHRA,LU,47.0770556,8.3150556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
blkjhRbVdT9IKBVOtTaJJA,LU,47.0771111,8.3153056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
qO5TC-_Gy2TjcFUUjJV_wQ,LU,47.0771389,8.3153889,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
63wngquBnd2a5F7hG25V0w,LU,47.0771944,8.3155278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
utSWGwQ62CnxNBnHi6rYCA,LU,47.0773056,8.3158056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
kkkZEIMBx_yz8SzaDRQ8MA,LU,47.0774444,8.3161944,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
R8DMJROwl3IyV3EWeZf3sA,LU,47.0776389,8.3166111,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
5pQLqvV417YpZJFzeRbpqA,LU,47.07775,8.3169167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
fvunTWi-3jk77e0Txabs-A,LU,47.0778333,8.31725,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
IplvOmAjrLp0Z8rlhRuT5A,LU,47.0778611,8.3176389,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
vI2yb6-1NWJnA58zBw_5hg,LU,47.0778889,8.3180556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
CKfPLRCn9whDsSz-s917cA,LU,47.0779167,8.3184167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
LXvxVOfeLG_kadt1EMzdCw,LU,47.0779444,8.3188333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
uD5ZRx1KWGOydMjoxAELeg,LU,47.0779722,8.3192222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
ymFugkc5kKxiDbhGvmEAug,LU,47.0780556,8.3195278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
AbQksiGkNzRMpntN_0dBBw,LU,47.0781944,8.3199167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
V628ASWzN5cmRyNXaWX5dw,LU,47.0783056,8.3202778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
B83ZTHuLnOlgDznUfpgLdg,LU,47.0784722,8.3207222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
qrIHNpuRIAPYh5VttFU2aA,LU,47.0785833,8.3211389,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
g28GVlabLih0FhJiXA-0Gw,LU,47.0785,8.3213889,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
z8A34jOJuxvperv3fI-zdg,LU,47.0782222,8.3215833,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
wkvONXoXts-DFOW2-GLUSg,LU,47.0780278,8.3219167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
BS_bT1NCF5sD1Dg_pXAI3Q,LU,47.0780278,8.3224444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Bk3an8zKhujr8sRpRajrtQ,LU,47.0780556,8.323,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
ttVWeBiWY_pSYErk_uaAdw,LU,47.0780833,8.3234444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
hK8bn89cHGUzSt8yOMV05g,LU,47.0780278,8.3240278,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
BLn-_crKVE-yg96auvserw,LU,47.0777778,8.3245556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
35J_okeFvjSzIxFAoMmYFg,LU,47.0779444,8.3252778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
P-K91sCSQFKlbbpVPLv2ew,LU,47.0783333,8.3259722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
NHSp4AOefvC4cxTmC5Vs5A,LU,47.07875,8.3266111,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
mkGrAyFzG5dh2npLNnnSfg,LU,47.0792222,8.32725,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
-KEoL7L9dP4MXRG1QLLKeQ,LU,47.0796667,8.3280556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
J39T677fKGkruRxiULW3Ow,LU,47.0800833,8.3286667,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
gQ_zWp9Beb2tH2qNO0XiKg,LU,47.0804444,8.3292222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
y-28-gngNlnEX1aawHT9kA,LU,47.0808056,8.3297778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
PbsoWPS7I1HaZIg5SxKTwA,LU,47.0812222,8.3305,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
4jjs3quYPt1wzDVLHtFWcQ,LU,47.08175,8.3311944,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
vuiRATs-_yMLQoKSykVWlQ,LU,47.0821667,8.3318333,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
kMUhboT1fqfPDIlzZdzmng,LU,47.0823889,8.3324722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
7bD6paPB7SjBtSJAJqlIQg,LU,47.0827222,8.3333889,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
s-sYDRTj_3aIAo6IIEbINw,LU,47.0830556,8.3332778,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
O0CCgEmgIbchzVjyOrA_bw,LU,47.0834167,8.3333611,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
WeWO5mLDSfEb94oR1-0vWw,LU,47.0837222,8.3339167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Ays1pFcJK53P2eDNZ7QllA,LU,47.0840278,8.3344444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
K0bUFi7lmrIXEJ6mauwbMQ,LU,47.0844722,8.3349167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
CGMknXq6lyvW4jO-wqRjeg,LU,47.0851111,8.3348056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
lvgIdFVdRv3jurgi_GAIig,LU,47.0854722,8.3341667,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
SUmuUwne2s8txh0mT7EWuQ,LU,47.0857222,8.3341944,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
R8VDk2iZ4GtP3ACuZbln1A,LU,47.0860556,8.3348056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
MVdhI7PxRI4SJPWq6gzpMQ,LU,47.0864444,8.3353611,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
a_Hac27_BT9eWCk-F98G3g,LU,47.087,8.3359722,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
kNJcjOMULupyJGSBOGGm-g,LU,47.0874167,8.3367222,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Db9S99uGuMVZHFsN6klsRQ,LU,47.0879167,8.33725,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
A-VgWI_E-NxggLZ4G-q4fA,LU,47.0884444,8.338,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
TSUtAq6CgizBegYzu6IzLw,LU,47.0890556,8.3386944,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
ExX75022NM3zkedz3Zgg2Q,LU,47.0897222,8.3394167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
gCCR6rxc_F3R7x3Q28UvFg,LU,47.0903333,8.3400556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
uVslhYpy3AqK9eMIOx-btg,LU,47.0909167,8.3408056,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
IgcfnebTFcGMGbEQWiCbqw,LU,47.0913889,8.3415556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
j-xoPqTfLGVfaQHh_eFjlQ,LU,47.0918333,8.3420556,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
jf-8BvNEXIFX11bfYtxjtw,LU,47.0920833,8.3424167,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
Ms14CPsiW-VdaqYdzWgmCQ,LU,47.0924167,8.3425833,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
i9ATQL0K9cW0whA0KsOXlw,LU,47.0929444,8.3429444,-1,6xIvo3rVisxgNFxfh3B-2g,2015-07-03T18:55:36.000Z,False
uEJc8h0yxAiyFdPuXR7Mlw,LU,47.0505278,8.3056944,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
V-0AiWndi-XD7dLzopIsjw,LU,47.0501111,8.3051944,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
4SnnkNLOkuD8vXUi2mIgYw,LU,47.0497222,8.3045,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
ObihBplGWiKBBHziDHBbfw,LU,47.0492778,8.3037778,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
MMRtmKi1xRJoAXE6Nxubeg,LU,47.0491111,8.303,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
1tJUWsl9ybKjGo04V6ZV3g,LU,47.0496944,8.3026667,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
fydvD6icVFmZ5hO2Fb6jGQ,LU,47.05025,8.30275,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
VB6ftRsP_0Bj1Nw5sYl8GA,LU,47.0508056,8.3024722,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
mLr4oN2Qcn8XGkegWHZjMA,LU,47.0511667,8.30175,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
-W0ZtI7JTAYyJemBwKFPgA,LU,47.0515,8.3008889,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
ketpyYsTdVAOg1fiIoyE4w,LU,47.0520833,8.3000278,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
oKFeWPO4kdROB-4a7g3L_Q,LU,47.0525556,8.2993056,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
cc8E6iuXjh2KchuclgxTow,LU,47.0528889,8.2988333,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
l6jHwa_ZQfhIodJK2PgDbQ,LU,47.0530556,8.2986667,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
x3PMb-7TWMo1Sq82QZw1UA,LU,47.0532222,8.2983333,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
H4xbzGspiFOmMG2m-OCwsw,LU,47.0534722,8.298,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
dEAcvCEfahDrfeXcVlzk4A,LU,47.0537778,8.2975833,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
TNYk2T_jUmnFB--UUmLAkg,LU,47.0540278,8.2973056,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
m6rYd_op_-tQsdz-sWcB5w,LU,47.0543333,8.2966389,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
jw_7jp3rpR4HAzgn8w_wVw,LU,47.0545,8.2957222,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
Yg7lI54FAAVn1ukrvCesKg,LU,47.0545556,8.2953889,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
bgyPlzz93Th-kw2-9nBe3A,LU,47.0545833,8.29475,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
58XWJFdiDsfeh9kwzIU54w,LU,47.0546944,8.2939444,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
ghbS81U3E_hwexJWUj7CYw,LU,47.0548333,8.2930278,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
iVICBPOyia9ICJfmaX8I2w,LU,47.0548611,8.2923611,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
ifR1K6dMK9CMIz70BUSZOA,LU,47.0549167,8.2917778,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
UUWDO_Jz0LuK3hMAIjxagQ,LU,47.0545833,8.2913611,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
y6CNvfuGJ5p6F3pCVIJGdA,LU,47.0547222,8.2903333,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
kl-H2LndOXk9VVgiwzp5vQ,LU,47.0550278,8.2890556,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
-6rqA-kvGRnj6ysDi2nQzg,LU,47.0555,8.2880833,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
jT9KnR50Po4lN1oSn0BfRQ,LU,47.0561111,8.2873611,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
eAYoYADTy0j_fXh1LA_NFg,LU,47.0566389,8.2870278,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
GndRZ4nnt54i77OjYP75zA,LU,47.0570556,8.2871111,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
ruF4UNuryt-yCxhgdZkdkQ,LU,47.0578611,8.2868889,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
MC-YIqFTFUn4Qjq5wEuV0Q,LU,47.0585,8.28675,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
LFF3UhY2lyJOduMi4rQnGw,LU,47.0592222,8.2865,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
CAmkb5caBCGBXTf_Ke4nHQ,LU,47.0599722,8.2863333,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
htJszOoxwdPvrWBZiKS4Dw,LU,47.0606944,8.2862778,-1,Ee3Kt6JCEcebGY6h-aGUPw,2015-07-02T17:56:47.000Z,False
